"bpt","logM200","r_r200","zoo"
0,-0.448681698,-0.2483818531,"S"
0,-0.346146422,0.401372825,"S"
1,-0.644026402,0.059008754,"S"
0,-0.574289998,1.0545154009,"S"
1,-0.449302497,-0.2011659118,"S"
1,-0.226366734,-0.3228623142,"S"
0,-0.226366734,0.6046014435,"S"
0,-0.55897696,0.3651401553,"S"
0,-0.55897696,1.0914928103,"S"
1,-0.55897696,-0.9490470157,"S"
0,-0.55897696,-0.8744562169,"S"
1,-0.55897696,0.7387882804,"S"
1,-0.55897696,1.5020841513,"S"
0,-0.395361975,-0.0207257442,"S"
1,-0.290033104,0.2340363838,"S"
0,-0.319486561,-0.0099805736,"S"
1,-0.283066362,-0.2342665997,"S"
0,-0.173288432,1.2017415701,"S"
0,-0.246922073,-0.6207825711,"S"
1,-0.311726575,0.3981632751,"S"
0,-0.391326783,2.1426589851,"S"
1,-0.255302858,2.464000089,"S"
0,-0.296827403,0.6505577997,"S"
1,-0.37146122,0.5093982866,"S"
0,-0.347043132,0.3798988223,"S"
1,-0.166425156,0.7694394754,"S"
0,-0.166425156,2.1877888389,"S"
1,-0.166425156,-0.294261512,"S"
0,-0.739319025,-0.0452476649,"S"
0,-0.289446794,1.6522970446,"S"
1,-0.289446794,1.0935068662,"S"
1,-0.390878428,1.4013230779,"S"
0,-0.12286577,1.9480637269,"S"
1,-0.12286577,0.9675622518,"S"
1,-0.332109471,1.3137627349,"S"
0,-0.332109471,2.1323350547,"S"
1,-0.361942304,0.6550194923,"S"
1,-0.137626987,0.6916260486,"S"
1,-0.34504278,0.9394729923,"S"
1,-0.253578416,0.2984342437,"S"
0,-0.253578416,0.5676808959,"S"
0,-0.405225779,-0.6446037494,"S"
0,-0.269477765,0.7976484337,"S"
0,-0.269477765,1.5345626739,"S"
0,-0.269477765,1.0847719987,"S"
1,-0.269477765,2.3381533107,"S"
1,-0.380876669,0.1597533671,"S"
1,-0.226677133,0.61348516,"S"
0,-0.257199743,1.0858065235,"S"
0,-0.193360928,1.3165534833,"S"
1,-0.170839726,-0.879536947,"S"
0,-0.170839726,0.0630388659,"S"
1,-0.21181245,-0.0778632365,"S"
0,-0.226366734,0.7731265925,"S"
1,-0.118313246,1.1902265296,"S"
0,-0.184014457,1.8288741385,"S"
0,-0.097481995,1.2898432015,"S"
1,-0.047887065,0.4495415985,"S"
0,-0.179737843,1.9476384865,"S"
1,-0.179737843,0.9529013643,"S"
1,-0.179737843,0.5699366716,"S"
0,-0.209225788,1.4811161551,"S"
1,-0.146835504,-0.7658140348,"S"
0,-0.146835504,0.0422848357,"S"
0,-0.305553075,0.0474926155,"S"
1,0.045060318,1.7959638665,"S"
0,-0.403397871,0.8780773872,"S"
1,-0.403397871,0.2848142802,"S"
1,-0.120382575,1.0304762378,"S"
1,0.065374235,1.1442028675,"S"
0,-0.025296885,0.5060036043,"S"
1,-0.159803302,-0.5345453257,"S"
0,-0.159803302,2.0894470166,"S"
1,-0.145111062,1.0008081229,"S"
0,-0.06889076,1.9621323202,"S"
1,0.002087242,1.1608114286,"S"
0,-0.01839912,0.0417040874,"S"
1,-0.003293015,1.0268395735,"S"
1,-0.072236176,0.0389024768,"S"
0,-0.044300228,1.7528776589,"S"
1,0.007639943,0.7320320041,"S"
1,-0.001947951,0.8723909743,"S"
1,0.071237336,0.8270734476,"S"
1,0.001362977,0.9527588775,"S"
1,0.153320739,1.8680215631,"S"
1,0.153320739,0.5820077997,"S"
0,-0.036643708,-0.9778099726,"S"
1,0.082929047,-0.2809452839,"S"
0,0.082929047,2.3128490984,"S"
0,0.082929047,-0.1092222138,"S"
0,-0.033815625,1.3670857648,"S"
0,-0.033815625,0.0356717454,"S"
1,-0.033815625,-0.3988806352,"S"
1,0.036507089,0.7455591406,"S"
0,0.104691496,-0.0678215098,"S"
1,-0.058820023,2.2243190175,"S"
0,-0.058820023,0.282670914,"S"
0,-0.058820023,1.8149880777,"S"
0,-0.058820023,-0.1792174835,"S"
0,-0.058820023,-0.0076193072,"S"
1,0.046301915,2.1697580672,"S"
0,-0.057543936,1.4444685901,"S"
1,-0.057543936,0.4028159229,"S"
1,0.027746928,0.3274326282,"S"
1,0.027746928,1.3350238585,"S"
1,0.05820056,-0.0322255588,"S"
1,0.005777546,0.8070636994,"S"
1,0.005777546,1.5464066093,"S"
1,0.077824701,0.7205133712,"S"
0,0.110416641,0.2710153434,"S"
1,0.122418752,1.0832991853,"S"
1,0.152596473,1.5932514053,"S"
1,0.233127879,1.8246905957,"S"
1,0.233127879,1.1653753406,"S"
0,0.233127879,1.0072945974,"S"
1,0.1682544,-0.1394691054,"S"
0,0.14566422,-0.1825326046,"S"
1,0.005225725,-0.6027954235,"S"
0,0.005225725,1.999639081,"S"
0,-0.032987893,2.4103015592,"S"
1,0.158390596,2.1870781114,"S"
0,0.158390596,0.5640344786,"S"
1,0.176152341,0.0346645277,"S"
1,0.284723161,1.3746971879,"S"
1,0.284723161,1.610500564,"S"
0,0.284723161,1.7111773859,"S"
0,0.215262668,2.1802477999,"S"
0,0.23426601,0.8748595339,"S"
1,0.23426601,0.0961313665,"S"
1,0.225885226,0.8151364761,"S"
0,0.316211458,0.6763231736,"S"
0,0.316211458,1.6727155119,"S"
1,0.178601047,2.0263825727,"S"
0,0.338008396,0.6256726352,"S"
0,0.349148286,-0.7215944696,"S"
0,0.252372644,1.2758426658,"S"
1,0.24837194,0.0143356462,"S"
1,0.24837194,-0.6525291633,"S"
0,0.189396049,-0.0400582818,"S"
1,0.175186654,0.9081957436,"S"
1,0.390603853,-0.2231112532,"S"
1,0.390603853,0.6674321431,"S"
0,0.235680052,0.1369167377,"S"
0,0.235680052,0.239972284,"S"
0,0.235680052,2.2487212415,"S"
0,0.354528543,-0.3141194777,"S"
1,0.354528543,1.7128028761,"S"
1,0.248233985,0.0609369765,"S"
1,0.182084419,1.5022335863,"S"
1,0.27537669,1.1148405466,"S"
0,0.346078781,-0.3756922371,"S"
0,0.346078781,1.3794690211,"S"
1,0.346078781,1.3222251449,"S"
0,0.332697116,1.5433476232,"S"
1,0.366082299,0.061476126,"S"
1,0.292276214,1.2583590249,"S"
1,0.288378977,0.4585243824,"S"
0,0.521902809,1.684645617,"S"
0,0.521902809,0.1795160813,"S"
0,0.395949621,0.3826604232,"S"
0,0.395949621,1.8803484988,"S"
0,0.446889615,0.6175144006,"S"
0,0.447682858,1.1237826659,"S"
0,0.26275378,0.1158008509,"S"
0,0.427541385,2.4398776072,"S"
1,0.427541385,-0.4240383526,"S"
1,0.357218671,0.9253407736,"S"
1,0.508245235,0.4325140764,"S"
1,0.508245235,0.253078476,"S"
1,0.508245235,0.4651844254,"S"
1,0.571946094,0.8238118237,"S"
1,0.571946094,-0.0856206274,"S"
1,0.571946094,0.9217902339,"S"
1,0.55270133,0.6484616826,"S"
0,0.55270133,-0.178621442,"S"
0,0.523454807,-0.8154863312,"S"
0,0.523454807,-0.0909529645,"S"
1,0.446303305,0.3903125628,"S"
0,0.597916179,-0.0816655046,"S"
0,0.609538913,-0.2428031145,"S"
1,0.68741468,0.2506361673,"S"
0,0.68741468,0.7662695741,"S"
1,0.584327582,0.2393747043,"S"
1,0.584327582,0.2910749678,"S"
0,0.584327582,1.9284186903,"S"
1,0.584327582,-0.1673238652,"S"
1,0.500968093,-0.1052883505,"S"
1,0.489966158,-0.0535453287,"S"
1,0.661513572,1.3009736524,"S"
0,0.661513572,2.3810845852,"S"
0,0.714350452,0.0625621309,"S"
0,0.642234319,0.0318263641,"S"
0,0.642234319,-0.1830947859,"S"
0,0.558012609,2.1401493621,"S"
0,0.558012609,2.0253596504,"S"
1,0.596019294,-0.4478167511,"S"
0,0.596019294,2.4036715998,"S"
0,0.596019294,-0.4193658752,"S"
0,0.596019294,0.9183339559,"S"
0,0.596019294,0.7265098418,"S"
1,0.596019294,0.3009322939,"S"
0,0.830888191,-0.147009273,"S"
1,0.702865673,0.1498339561,"S"
0,0.702865673,1.8468352806,"S"
1,0.275031801,0.2288734601,"S"
0,0.766807954,-0.0913848794,"S"
1,0.766807954,0.7782531182,"S"
0,0.680827314,-0.4819366097,"S"
1,0.680827314,2.2699721518,"S"
0,0.828922328,1.5587681139,"S"
0,0.772050256,2.0437046843,"S"
1,0.783500546,-0.2454020749,"S"
1,0.764462714,-0.7474657692,"S"
1,0.764462714,0.2042610441,"S"
1,0.815195776,1.3010132753,"S"
0,0.792812528,0.9918341033,"S"
0,0.872757624,-0.0845702458,"S"
0,0.688725255,-0.1723497573,"S"
0,0.826370155,1.9706245797,"S"
0,0.978776272,0.0407111957,"S"
1,0.952668231,-0.1468944033,"S"
1,0.952668231,0.3783085224,"S"
1,0.921766244,0.6147095443,"S"
1,0.953220052,0.3390637397,"S"
0,1.011644122,1.7288848705,"S"
1,0.809608586,0.0623476263,"S"
1,0.809608586,0.3118050354,"S"
0,0.809608586,-0.3388471599,"S"
1,0.809608586,2.3322632916,"S"
0,1.045719081,-0.0370287075,"S"
0,1.010850879,-0.1488902456,"S"
0,1.010850879,1.3809151814,"S"
1,0.95653098,-0.1460250574,"S"
1,1.016058691,0.9979081135,"S"
1,1.016058691,1.2001544567,"S"
1,1.016058691,-0.2680679483,"S"
0,1.016058691,0.1504433293,"S"
1,1.060549275,0.4546947836,"S"
0,1.060549275,1.0390416083,"S"
1,1.018334954,-0.6190914738,"S"
0,1.018334954,0.5243952109,"S"
1,1.018334954,0.4865202506,"S"
1,1.018334954,2.1915510847,"S"
1,1.018334954,2.0676079966,"S"
0,1.018334954,-0.2465085668,"S"
0,1.018334954,0.8098670936,"S"
1,1.097762717,0.9029626351,"S"
0,1.075138048,0.0471027125,"S"
0,1.075138048,0.9694255303,"S"
0,1.101901376,0.2088487489,"S"
0,1.101901376,0.2300620501,"S"
0,1.222922662,0.387796804,"S"
1,1.222922662,2.4478473487,"S"
0,1.222922662,1.7670124921,"S"
1,1.222922662,-0.4841321817,"S"
1,1.218921959,0.6275952805,"S"
0,1.11411042,-0.3743951982,"S"
1,1.11411042,0.8823022945,"S"
0,1.11411042,2.1754897018,"S"
0,1.268551378,2.2698041774,"S"
1,1.268551378,1.6076912367,"S"
1,1.252376119,0.1379888124,"S"
0,1.20978242,-0.4303798337,"S"
0,1.314387026,0.0294242663,"S"
0,1.314387026,1.7450110229,"S"
1,1.314387026,0.3779204637,"S"
0,1.270413774,0.4322657583,"S"
1,1.268585867,1.7152107533,"S"
0,1.350324381,0.0171477109,"S"
1,1.350324381,1.4397772685,"S"
0,1.442030166,0.1655855654,"S"
0,1.301729627,0.1545627231,"S"
1,1.301729627,0.5881476915,"S"
1,1.367948171,0.6824262369,"S"
0,1.367948171,1.6144889509,"S"
1,1.367948171,1.1773074404,"S"
1,1.453997789,0.6304425771,"S"
0,1.453997789,0.3319252763,"S"
0,1.453997789,2.3466334822,"S"
0,1.580675242,0.3737784897,"S"
0,1.533322086,2.1679578213,"S"
0,1.533322086,0.8801272824,"S"
1,1.533322086,1.0480416714,"S"
1,1.572673835,-0.2094316197,"S"
1,1.572673835,0.4484736935,"S"
1,1.572673835,0.3982413941,"S"
1,1.491694074,-0.2238082307,"S"
1,1.491694074,-0.4680016948,"S"
1,1.491694074,0.0783433578,"S"
0,1.491694074,-0.2283167179,"S"
0,1.491694074,-0.420735959,"S"
1,1.660585849,1.5014243073,"S"
1,1.546289884,-0.0873017956,"S"
0,1.546289884,0.8059114035,"S"
1,1.546289884,-0.6263448523,"S"
0,1.615474466,-0.7833998406,"S"
0,1.615474466,0.6291669326,"S"
0,1.615474466,0.1280032047,"S"
0,1.624027695,0.0588352301,"S"
0,1.624027695,-0.8888813697,"S"
1,1.624027695,2.4590655986,"S"
1,1.624027695,0.1844266363,"S"
0,1.624027695,0.3964896957,"S"
0,1.624027695,-0.0005879381,"S"
1,1.734150513,1.8647751349,"S"
1,1.734150513,-0.5563656205,"S"
0,1.78822899,1.7658829735,"S"
0,1.894351104,2.3585277282,"S"
0,1.894351104,-0.7096412352,"S"
1,1.894351104,1.5827886263,"S"
0,1.894351104,0.6701608796,"S"
0,1.990954302,0.7509735908,"S"
0,1.990954302,2.1329278329,"S"
0,1.904076952,-0.764311455,"S"
0,1.885625431,1.3674636059,"S"
0,1.885625431,2.2424272964,"S"
1,1.885625431,1.0833375572,"S"
0,1.885625431,0.0752402656,"S"
1,1.885625431,0.3335968683,"S"
0,2.047309042,0.8088393221,"S"
1,2.047309042,0.9595304937,"S"
1,2.146498902,-0.0675691647,"S"
0,2.146498902,0.0310684216,"S"
0,2.146498902,1.0025039729,"S"
0,2.146498902,0.7902549591,"S"
1,2.146498902,0.8824843242,"S"
0,2.146498902,-0.2035719841,"S"
1,2.146498902,2.3467031506,"S"
1,2.146498902,0.7524681124,"S"
1,2.103870715,0.6438351537,"S"
1,2.103870715,0.8717714197,"S"
0,2.103870715,1.2502326525,"S"
1,2.103870715,1.0462665176,"S"
0,2.190851531,1.5810998539,"S"
0,2.190851531,0.5411294386,"S"
0,2.190851531,0.0519056262,"S"
0,2.190851531,1.3567853656,"S"
1,2.192713927,-0.8551971755,"S"
1,2.192713927,1.2279862659,"S"
1,2.139670115,1.3793830843,"S"
0,2.139670115,1.7521684126,"S"
1,2.139670115,-0.0251835108,"S"
1,2.469831635,0.7113675532,"S"
1,2.469831635,0.6838878859,"S"
1,2.469831635,-0.5825718113,"S"
1,2.469831635,-0.9377345992,"S"
1,2.539395594,1.0944455523,"S"
0,2.539395594,0.7872789399,"S"
1,2.539395594,-0.1899838163,"S"
1,2.539395594,0.8683084738,"S"
